Gene1,Gene2
SF3B3,SRSF9
SF3B5,SRSF9
SNRNP200,SRSF9
SNRPG,SRSF9
ABCE1,SSB
NPM1,SSB
SSB,WDR75
H3F3A,SSRP1
1810022K09RIK,STAT1
ABI1,STAT1
ACAA2,STAT1
ACTB,STAT1
ANAPC2,STAT1
ANGPT1,STAT1
APBB1,STAT1
APRT,STAT1
ATP5H,STAT1
B2M,STAT1
BCLAF1,STAT1
BTF3,STAT1
BTRC,STAT1
CAMK2D,STAT1
CASP1,STAT1
CASP4,STAT1
CD274,STAT1
CD44,STAT1
CD74,STAT1
CISH,STAT1
CMPK2,STAT1
CNOT6,STAT1
COX5B,STAT1
CREM,STAT1
CSTB,STAT1
DENND4A,STAT1
DUSP1,STAT1
EHMT2,STAT1
EIF4E,STAT1
ELMO1,STAT1
EMILIN1,STAT1
ETV3,STAT1
FBXO5,STAT1
FCER1G,STAT1
FCF1,STAT1
FOSB,STAT1
GANAB,STAT1
GBP3,STAT1
GBP7,STAT1
GHR,STAT1
GNB2L1,STAT1
GNGT2,STAT1
GNL3,STAT1
GT(ROSA)26SOR,STAT1
H2-AA,STAT1
H2-K1,STAT1
HIST1H1C,STAT1
HSD3B7,STAT1
ICAM1,STAT1
ID3,STAT1
IFI30,STAT1
IFI44,STAT1
IGTP,STAT1
IIGP1,STAT1
IL18BP,STAT1
ILK,STAT1
JAK3,STAT1
JUN,STAT1
KIT,STAT1
LCK,STAT1
LGALS3BP,STAT1
LRRC8B,STAT1
LYN,STAT1
MAN1A,STAT1
MAPK1,STAT1
MAPK12,STAT1
MAPK14,STAT1
MAPK3,STAT1
MED1,STAT1
MT2,STAT1
MTA2,STAT1
MTOR,STAT1
MYC,STAT1
MYD88,STAT1
MYO1D,STAT1
NEDD8,STAT1
NFE2,STAT1
NRAS,STAT1
OAS3,STAT1
OASL2,STAT1
ODC1,STAT1
PDCD4,STAT1
PFKP,STAT1
PIK3R1,STAT1
PITPNB,STAT1
PKLR,STAT1
PLAUR,STAT1
PLEC,STAT1
POLR2A,STAT1
PPP2R1B,STAT1
PRKCQ,STAT1
PRPF4,STAT1
PSENEN,STAT1
PTPN2,STAT1
PTS,STAT1
RANBP1,STAT1
RAP1B,STAT1
RBPJ,STAT1
RHBDF1,STAT1
RPL26,STAT1
RRAS,STAT1
RTP4,STAT1
SATB1,STAT1
SDF2,STAT1
SDHAF2,STAT1
SOCS2,STAT1
SOD1,STAT1
SPHK1,STAT1
SRSF5,STAT1
STAT1,STAT3
STAT1,STAT6
STAT1,SUMO1
STAT1,TGTP1
STAT1,TMED2
STAT1,TMEM129
STAT1,TMEM43
STAT1,TNF
STAT1,TRIM30A
STAT1,TXNDC17
STAT1,TYK2
STAT1,UBA7
STAT1,UBC
STAT1,UBE2K
STAT1,UBTF
STAT1,UQCRH
STAT1,VDR
STAT1,VEGFC
STAT1,WSB1
STAT1,ZFP148
STAT1,ZKSCAN6
CISH,STAT2
GNB2L1,STAT2
JAK3,STAT2
MYC,STAT2
NDEL1,STAT2
PPP2R1B,STAT2
SEPT8,STAT2
SOCS2,STAT2
SSNA1,STAT2
STAT2,STAT3
STAT2,STX12
STAT2,TYK2
STAT2,ZFP36
0610031J06RIK,STAT3
1810022K09RIK,STAT3
ABI1,STAT3
ACAA2,STAT3
ACTB,STAT3
ANGPT1,STAT3
AP3S1,STAT3
APBB1,STAT3
APRT,STAT3
ARID5A,STAT3
ARPC5,STAT3
ASF1B,STAT3
ATP5H,STAT3
BCLAF1,STAT3
BIRC5,STAT3
BTF3,STAT3
BUD31,STAT3
C030034L19RIK,STAT3
CD74,STAT3
CDKN1A,STAT3
CHMP2A,STAT3
CISH,STAT3
CNOT6,STAT3
CNP,STAT3
COX5B,STAT3
CPT1A,STAT3
CREM,STAT3
CRIP2,STAT3
CSF1R,STAT3
DENND4A,STAT3
DPF2,STAT3
EFNA1,STAT3
EHMT2,STAT3
EIF4E,STAT3
ELF4,STAT3
ELMO1,STAT3
ELP2,STAT3
EMILIN1,STAT3
ESAM,STAT3
ETV3,STAT3
FES,STAT3
FLT3,STAT3
GABBR1,STAT3
GANAB,STAT3
GHR,STAT3
GOLT1B,STAT3
GRAMD1A,STAT3
H2-DMA,STAT3
HSD3B7,STAT3
HSP90AB1,STAT3
ICAM1,STAT3
ID3,STAT3
IL10RA,STAT3
IL18BP,STAT3
IL1R1,STAT3
IL6ST,STAT3
ILK,STAT3
KIT,STAT3
LCK,STAT3
LIPA,STAT3
LRRC8B,STAT3
LYN,STAT3
MAN1A,STAT3
MAPK1,STAT3
MAPK12,STAT3
MAPK14,STAT3
MAPK3,STAT3
MARCH5,STAT3
MTOR,STAT3
MYD88,STAT3
NAV1,STAT3
NEO1,STAT3
NFE2,STAT3
NR3C1,STAT3
NRAS,STAT3
NUDCD1,STAT3
ODC1,STAT3
PDCD4,STAT3
PFKP,STAT3
PIM2,STAT3
PITPNB,STAT3
PKLR,STAT3
PLEC,STAT3
POLR2A,STAT3
POLR2C,STAT3
PPARGC1A,STAT3
PRKAA1,STAT3
PRKAB1,STAT3
PRKCQ,STAT3
PRPF4,STAT3
PTPN2,STAT3
QARS,STAT3
RACGAP1,STAT3
RANBP1,STAT3
RHOA,STAT3
RNPS1,STAT3
RPL26,STAT3
RPS27L,STAT3
RRAS,STAT3
SAT1,STAT3
SATB1,STAT3
SDHAF2,STAT3
SMAD4,STAT3
SOCS2,STAT3
SOD1,STAT3
SOD2,STAT3
SPHK1,STAT3
STAT3,STAT6
STAT3,SYK
STAT3,TFDP1
STAT3,TGIF1
STAT3,TLR4
STAT3,TLR7
STAT3,TMED2
STAT3,TMEM208
STAT3,TMEM43
STAT3,TUBB5
STAT3,TWF1
STAT3,TXNDC17
STAT3,TYK2
STAT3,UBA3
STAT3,UBTF
STAT3,VEGFC
STAT3,VIM
STAT3,VWA5A
STAT3,WSB1
STAT3,ZFP36
STAT3,ZFP655
STAT3,ZKSCAN6
1810022K09RIK,STAT6
ABI1,STAT6
ACAA2,STAT6
ANGPT1,STAT6
APBB1,STAT6
ATP5H,STAT6
BCLAF1,STAT6
CCR7,STAT6
CISH,STAT6
CNOT6,STAT6
COX5B,STAT6
CREM,STAT6
DENND4A,STAT6
EHMT2,STAT6
EIF4E,STAT6
ELMO1,STAT6
EMILIN1,STAT6
ETV3,STAT6
GANAB,STAT6
GIMAP4,STAT6
HSD3B7,STAT6
ID3,STAT6
IL18BP,STAT6
IL1R1,STAT6
ILK,STAT6
IRF1,STAT6
JAK3,STAT6
JUN,STAT6
LITAF,STAT6
LRRC8B,STAT6
LY6A,STAT6
MAN1A,STAT6
MAPK12,STAT6
MYC,STAT6
NFE2,STAT6
PDCD4,STAT6
PFN1,STAT6
PITPNB,STAT6
PKLR,STAT6
PLEC,STAT6
PRPF4,STAT6
PTPN2,STAT6
RANBP1,STAT6
RPL26,STAT6
RRAS,STAT6
SATB1,STAT6
SDHAF2,STAT6
SOCS2,STAT6
SOD1,STAT6
SPHK1,STAT6
STAT6,TLR4
STAT6,TMBIM6
STAT6,TMED2
STAT6,TMEM173
STAT6,TMEM43
STAT6,TXNDC17
STAT6,TYK2
STAT6,WSB1
H3F3A,SUPT16H
POLD1,SUPT16H
RPA1,SUPT16H
SUPT16H,SUPT4H1
SUPT16H,SUPT6H
CCNL1,SUPT4H1
ELP2,SUPT4H1
ELP3,SUPT4H1
SSU72,SUPT4H1
SUPT4H1,SUPT5H
SUPT4H1,TCEA1
SUPT4H1,TCEB1
SUPT4H1,TCEB2
SUPT4H1,TCEB3
CCNL1,SUPT5H
ELP2,SUPT5H
ELP3,SUPT5H
PRMT5,SUPT5H
SUPT5H,SUPT6H
SUPT5H,TCEA1
SUPT5H,TCEB1
SUPT5H,TCEB2
SUPT5H,TCEB3
BAP1,SUZ12
H3F3A,SUZ12
PSEN1,TAF1
TAF1,TAF6
TAF1,TAF7
TAF1,TAF9
TAF1,TRP53
TAF6,TAF7
TAF6,TAF9
TAF7,TAF9
APRT,TAF9
BYSL,TAF9
CCT2,TAF9
KPNA2,TAF9
PNO1,TAF9
PSMC6,TAF9
PSMD14,TAF9
PSMD6,TAF9
RRM1,TAF9
RRM2,TAF9
PCBP2,TARBP2
TARDBP,UBC
GMNN,TBPL1
TBPL1,TRP53
TCEA1,TCEB1
TCEA1,TCEB2
TCEA1,TCEB3
TCEA1,XAB2
GNB2L1,TCEB1
SOCS2,TCEB1
TCEB1,TCEB2
TCEB1,TCEB3
TCEB1,VHL
TCEB1,WSB1
2900010M23RIK,TCEB2
NDUFA7,TCEB2
NEDD8,TCEB2
SOCS2,TCEB2
TCEB2,TCEB3
TCEB2,VHL
TCEB2,WSB1
CCNL1,TCEB3
ELP2,TCEB3
ELP3,TCEB3
PRMT5,TCERG1
BIRC5,TCF7L2
JUN,TCF7L2
JUP,TCF7L2
MITF,TCF7L2
TCF7L2,TRAF1
MPDZ,TEAD2
CCNE1,TFDP1
CCNE2,TFDP1
2700060E02RIK,TGIF1
ALDOC,TGIF1
AQP1,TGIF1
ARHGDIB,TGIF1
ARID5A,TGIF1
BC028528,TGIF1
BPIFC,TGIF1
CAPZA1,TGIF1
CAPZA2,TGIF1
CBX5,TGIF1
CDC45,TGIF1
COL5A1,TGIF1
CTCF,TGIF1
DENND4A,TGIF1
DLST,TGIF1
EEPD1,TGIF1
EYA2,TGIF1
ID2,TGIF1
IFRD2,TGIF1
IGF1,TGIF1
IKZF2,TGIF1
ITCH,TGIF1
IVNS1ABP,TGIF1
LRRFIP1,TGIF1
MEF2C,TGIF1
MLL3,TGIF1
NFIA,TGIF1
NOTCH1,TGIF1
NR3C1,TGIF1
PFN1,TGIF1
PRMT5,TGIF1
PSMB8,TGIF1
RAB1,TGIF1
RAB37,TGIF1
RPL7,TGIF1
RPS25,TGIF1
SELPLG,TGIF1
SMTNL1,TGIF1
SORT1,TGIF1
SRSF6,TGIF1
SSRP1,TGIF1
STIP1,TGIF1
TGIF1,TMEM109
TGIF1,TNPO1
TGIF1,TOMM70A
TGIF1,VLDLR
TGIF1,WARS
TGIF1,YWHAZ
TGIF1,ZC3H7A
MED10,THRAP3
PIK3R1,THRB
THRB,VDR
ITCH,TNFAIP3
TNF,TNFAIP3
TNFAIP3,TNIP3
TNFAIP3,TRAF1
TNFAIP3,UBE2D3
ICAM1,TNF
PABPC1,TOB1
NEDD1,TOPORS
SDC1,TOPORS
TOPORS,TRP53
TOPORS,TUBGCP5
ITPR1,TOX4
PLCG2,TOX4
PPP1CA,TOX4
DNTT,TRERF1
MTOR,TRERF1
AKT1,TRIB3
CBX5,TRIM28
EFTUD2,TRIM28
LMNA,TRIM28
PPM1G,TRIM28
SRRT,TRIM28
TRIM28,YWHAE
TRIM28,ZFP53
2410015M20RIK,TRP53
9530082P21RIK,TRP53
AKT1,TRP53
ANAPC2,TRP53
AP1B1,TRP53
AP1G2,TRP53
ARID1A,TRP53
ATP2A3,TRP53
AURKA,TRP53
BUD31,TRP53
CAMK1,TRP53
CCNG1,TRP53
CCNG2,TRP53
CD44,TRP53
CD82,TRP53
CDC42,TRP53
CDK19,TRP53
CHRNB1,TRP53
CIC,TRP53
CIITA,TRP53
CITED4,TRP53
CUTA,TRP53
CYP26B1,TRP53
DPF2,TRP53
EEF1A1,TRP53
EHMT2,TRP53
ERGIC1,TRP53
ETS2,TRP53
FGFR3,TRP53
FOXRED1,TRP53
GADD45B,TRP53
GLRX5,TRP53
GMFG,TRP53
GPX3,TRP53
GRCC10,TRP53
GSN,TRP53
H3F3A,TRP53
HNRNPAB,TRP53
HSP90AB1,TRP53
HTATIP2,TRP53
ICAM1,TRP53
ING1,TRP53
IRF6,TRP53
KDM6B,TRP53
KIT,TRP53
LRRC59,TRP53
LRRC8C,TRP53
LRRFIP1,TRP53
MAPK12,TRP53
MAPK14,TRP53
MAPK3,TRP53
MAPK9,TRP53
MARCH5,TRP53
MIF,TRP53
MIR17HG,TRP53
MKI67,TRP53
NDUFA13,TRP53
NDUFS3,TRP53
NEAT1,TRP53
NPM1,TRP53
NRAS,TRP53
PARK7,TRP53
PER1,TRP53
PFN1,TRP53
PITPNC1,TRP53
PLEC,TRP53
PPARGC1A,TRP53
PPIA,TRP53
PPP1CA,TRP53
PRDM16,TRP53
PRDX5,TRP53
PREB,TRP53
PRMT5,TRP53
PRODH,TRP53
PYGM,TRP53
RHOA,TRP53
RPA1,TRP53
RPA2,TRP53
RPLP2,TRP53
RPS15,TRP53
RPS19,TRP53
RRM2,TRP53
S100A4,TRP53
S100A6,TRP53
SFPI1,TRP53
SGPP1,TRP53
SHISA5,TRP53
SKI,TRP53
SLC43A1,TRP53
SOCS2,TRP53
SPAG7,TRP53
SPP1,TRP53
SPRYD4,TRP53
SSNA1,TRP53
SSRP1,TRP53
STMN1,TRP53
SUMO1,TRP53
SYTL1,TRP53
TGIF1,TRP53
TRERF1,TRP53
TRP53,TSHZ3
TRP53,TUBB5
TRP53,UBC
TRP53,UBTF
TRP53,VPS28
DYNLL1,TRPS1
CDKN1A,TSG101
CEP55,TSG101
CHMP2A,TSG101
CHMP7,TSG101
GMCL1,TSG101
TSG101,UBC
TSG101,VPS28
ETF1,UPF1
FAU,UPF1
NMD3,UPF1
PABPC1,UPF1
RPL10A,UPF1
RPL18A,UPF1
RPL19,UPF1
RPL23,UPF1
RPL37,UPF1
RPL37A,UPF1
RPL38,UPF1
RPL4,UPF1
RPL5,UPF1
RPL8,UPF1
RPLP0,UPF1
RPLP1,UPF1
RPS15,UPF1
RPS17,UPF1
RPS21,UPF1
RPS3,UPF1
COX5B,USF2
GABBR1,USF2
MITF,USF2
POLA2,USF2
RPS14,USF2
IPO4,VDR
MAPK14,VDR
MYD88,VDR
RARS,VDR
CUL2,VHL
PPP1CA,WBP11
CRNKL1,XAB2
POLD1,XPC
RPA1,XPC
RPA2,XPC
XRCC5,XRCC6
CLU,XRCC6
H2AFX,XRCC6
LMNA,XRCC6
MSH6,XRCC6
PCNA,XRCC6
YBX1,YWHAE
MORF4L1,YEATS4
ATP6AP2,ZBTB16
CUL3,ZBTB16
JUP,ZBTB16
NUP88,ZBTB16
TOP2A,ZBTB16
SQSTM1,ZFP110
UBC,ZFP110
CUL4A,ZFP36
DUSP1,ZFP36
TNF,ZFP36
1110002B05RIK,ZFX
1700017B05RIK,ZFX
1810027O10RIK,ZFX
2610301B20RIK,ZFX
3230401D17RIK,ZFX
4933434E20RIK,ZFX
6720456B07RIK,ZFX
9430015G10RIK,ZFX
9530068E07RIK,ZFX
ABCB10,ZFX
ABCB4,ZFX
ABCD3,ZFX
ABL1,ZFX
ACOT7,ZFX
ACOX1,ZFX
ACTG1,ZFX
ACTR3,ZFX
ADA,ZFX
ADSL,ZFX
AES,ZFX
AFF4,ZFX
AFG3L2,ZFX
AHCTF1,ZFX
AHCYL1,ZFX
AIP,ZFX
AKR1B3,ZFX
AKT1,ZFX
AMIGO2,ZFX
AMPD2,ZFX
AMPD3,ZFX
ANAPC2,ZFX
ANK,ZFX
ANKRD27,ZFX
APBB1,ZFX
API5,ZFX
ARFGEF2,ZFX
ARHGAP4,ZFX
ARID1B,ZFX
ARID2,ZFX
ARL6IP6,ZFX
ARPC4,ZFX
ASAH1,ZFX
ASB8,ZFX
ASF1B,ZFX
ATAD1,ZFX
ATF7,ZFX
ATG4B,ZFX
ATP13A1,ZFX
ATP1B3,ZFX
ATP5A1,ZFX
ATP5B,ZFX
ATP5D,ZFX
ATP5G2,ZFX
ATP5G3,ZFX
ATP5J,ZFX
ATP6V0D1,ZFX
ATP6V1B2,ZFX
ATP6V1F,ZFX
ATPIF1,ZFX
B3GNT2,ZFX
BAP1,ZFX
BCAP29,ZFX
BLOC1S1,ZFX
BMI1,ZFX
BTAF1,ZFX
BTF3,ZFX
BTG2,ZFX
BTRC,ZFX
BZW1,ZFX
CACFD1,ZFX
CACYBP,ZFX
CALR,ZFX
CANX,ZFX
CAPZB,ZFX
CBFB,ZFX
CBX3,ZFX
CCDC112,ZFX
CCDC12,ZFX
CCDC137,ZFX
CCDC50,ZFX
CCNB1,ZFX
CCNB2,ZFX
CCNE2,ZFX
CCNF,ZFX
CCNL1,ZFX
CCT8,ZFX
CD63,ZFX
CD81,ZFX
CDCA5,ZFX
CDK1,ZFX
CDK2AP2,ZFX
CDK6,ZFX
CEPT1,ZFX
CERK,ZFX
CFL1,ZFX
CHCHD10,ZFX
CHD1,ZFX
CHMP2A,ZFX
CHMP3,ZFX
CHORDC1,ZFX
CLK1,ZFX
CLTC,ZFX
CNBP,ZFX
CNDP2,ZFX
CNN2,ZFX
CNOT6L,ZFX
COMMD3,ZFX
COPB1,ZFX
COPB2,ZFX
COPS2,ZFX
COPS8,ZFX
COX4I1,ZFX
COX5A,ZFX
COX7C,ZFX
COX8A,ZFX
CPT2,ZFX
CREB3,ZFX
CRK,ZFX
CS,ZFX
CSDA,ZFX
CSE1L,ZFX
CTBP1,ZFX
CTNNA1,ZFX
CTNNAL1,ZFX
CTPS,ZFX
CTSL,ZFX
CTTN,ZFX
CUL3,ZFX
CUL4A,ZFX
CWC15,ZFX
CYP20A1,ZFX
D8ERTD738E,ZFX
DCAF11,ZFX
DCAF13,ZFX
DDB1,ZFX
DDHD2,ZFX
DDX4,ZFX
DDX5,ZFX
DEGS1,ZFX
DHFR,ZFX
DNAJB6,ZFX
DNAJC11,ZFX
DNAJC5,ZFX
DNAJC8,ZFX
DNMT3A,ZFX
DPP8,ZFX
DSTN,ZFX
DUT,ZFX
DYNLT1B,ZFX
ECE2,ZFX
EDEM1,ZFX
EEF1A1,ZFX
EEF1B2,ZFX
EHMT2,ZFX
EIF2B1,ZFX
EIF3E,ZFX
EIF3M,ZFX
EIF4A1,ZFX
EIF4ENIF1,ZFX
EIF5A,ZFX
ELP2,ZFX
EMID1,ZFX
ENDOD1,ZFX
EPRS,ZFX
EPS15,ZFX
ERGIC1,ZFX
ERH,ZFX
ERP29,ZFX
ESYT2,ZFX
ETS2,ZFX
EWSR1,ZFX
EXT2,ZFX
FAM120A,ZFX
FAM171B,ZFX
FAM76B,ZFX
FAR1,ZFX
FARSA,ZFX
FBXW11,ZFX
FCHO2,ZFX
FCHSD2,ZFX
FES,ZFX
FGD2,ZFX
FIS1,ZFX
FKBP1A,ZFX
FKBP9,ZFX
FLOT2,ZFX
FNTA,ZFX
FOXJ3,ZFX
FPGS,ZFX
FRMD6,ZFX
FTL1,ZFX
FXR1,ZFX
FZR1,ZFX
GAA,ZFX
GABBR1,ZFX
GARS,ZFX
GCLC,ZFX
GLTP,ZFX
GMFB,ZFX
GNL3,ZFX
GORASP1,ZFX
GPX4,ZFX
GRAMD1A,ZFX
GSTP1,ZFX
GTF2H1,ZFX
GTF2I,ZFX
GT(ROSA)26SOR,ZFX
H2AFX,ZFX
H2AFY,ZFX
H2-DMA,ZFX
H2-Q6,ZFX
HAT1,ZFX
HCK,ZFX
HDAC2,ZFX
HDAC7,ZFX
HDGF,ZFX
HIF1A,ZFX
HIST1H1C,ZFX
HMGA1,ZFX
HMGB1,ZFX
HMGB2,ZFX
HNRNPAB,ZFX
HNRNPD,ZFX
HNRNPF,ZFX
HPN,ZFX
HSPA4,ZFX
HSPA5,ZFX
HSPA8,ZFX
HSPE1,ZFX
HSPH1,ZFX
ID2,ZFX
IDH1,ZFX
INO80D,ZFX
INPP1,ZFX
INTS8,ZFX
ITCH,ZFX
ITFG1,ZFX
ITGA6,ZFX
ITSN1,ZFX
JAK3,ZFX
JARID2,ZFX
KCNK5,ZFX
KCTD20,ZFX
KDM6A,ZFX
KIF13A,ZFX
KLHL22,ZFX
KLHL24,ZFX
KPNA1,ZFX
KPNA3,ZFX
LAMP1,ZFX
LASS2,ZFX
LDHB,ZFX
LGALS1,ZFX
LMNA,ZFX
LONP2,ZFX
LPCAT1,ZFX
LPIN2,ZFX
LRRC14,ZFX
LRRC33,ZFX
LRRC59,ZFX
LZTR1,ZFX
MAD2L1,ZFX
MALAT1,ZFX
MALT1,ZFX
MAPK1,ZFX
MAPK14,ZFX
MARCH5,ZFX
MATR3,ZFX
MAVS,ZFX
MBTPS1,ZFX
MDM2,ZFX
ME2,ZFX
MED15,ZFX
MED21,ZFX
MED22,ZFX
MED8,ZFX
MEF2A,ZFX
METAP1,ZFX
MFN2,ZFX
MFNG,ZFX
MIR17HG,ZFX
MLL2,ZFX
MLL3,ZFX
MPDZ,ZFX
MRFAP1,ZFX
MRM1,ZFX
MRPL18,ZFX
MRPL37,ZFX
MSH6,ZFX
MTCH2,ZFX
MTFR1,ZFX
MTHFD1,ZFX
MTHFS,ZFX
MTOR,ZFX
MTPN,ZFX
MTR,ZFX
MYD88,ZFX
MYEF2,ZFX
MYEOV2,ZFX
MYO5A,ZFX
MYST2,ZFX
NADK,ZFX
NAGA,ZFX
NAP1L1,ZFX
NCK1,ZFX
NCKAP1,ZFX
NCLN,ZFX
NCOA3,ZFX
NCOR1,ZFX
NDE1,ZFX
NDEL1,ZFX
NDUFA10,ZFX
NDUFA12,ZFX
NDUFA2,ZFX
NDUFAB1,ZFX
NDUFB2,ZFX
NDUFS3,ZFX
NDUFS6,ZFX
NDUFS7,ZFX
NDUFV2,ZFX
NEAT1,ZFX
NEDD1,ZFX
NEK9,ZFX
NFATC2,ZFX
NFKB1,ZFX
NFKBIA,ZFX
NME2,ZFX
NOTCH1,ZFX
NPLOC4,ZFX
NPM1,ZFX
NRF1,ZFX
NSD1,ZFX
NSMAF,ZFX
NT5C3,ZFX
NUDT19,ZFX
NXF1,ZFX
OAZ1,ZFX
OBSL1,ZFX
ORC6,ZFX
OSBPL1A,ZFX
OTUD4,ZFX
PABPC1,ZFX
PACS1,ZFX
PAFAH1B2,ZFX
PARK7,ZFX
PARP1,ZFX
PBRM1,ZFX
PCBP2,ZFX
PCNP,ZFX
PDCD10,ZFX
PDGFC,ZFX
PDIA3,ZFX
PDIA4,ZFX
PHACTR2,ZFX
PHAX,ZFX
PHB2,ZFX
PHKB,ZFX
PIGQ,ZFX
PLA2G15,ZFX
PLAA,ZFX
PLD3,ZFX
PLEKHB1,ZFX
PLXNA1,ZFX
PMPCA,ZFX
POLDIP3,ZFX
POLR1D,ZFX
POLR2H,ZFX
POR,ZFX
PPAT,ZFX
PPIA,ZFX
PPID,ZFX
PPM1G,ZFX
PPP1R9A,ZFX
PPP2R1B,ZFX
PRDX1,ZFX
PRDX3,ZFX
PRMT7,ZFX
PRPF4,ZFX
PRR5,ZFX
PSAT1,ZFX
PSEN1,ZFX
PSMA1,ZFX
PSMA2,ZFX
PSMA3,ZFX
PSMA4,ZFX
PSMA5,ZFX
PSMA6,ZFX
PSMB5,ZFX
PSMB6,ZFX
PSMC4,ZFX
PSMD14,ZFX
PSMD7,ZFX
PSME3,ZFX
PSTPIP1,ZFX
PTGES3,ZFX
PTMA,ZFX
PTP4A1,ZFX
PTP4A2,ZFX
PWP1,ZFX
QARS,ZFX
RAB1,ZFX
RABGGTB,ZFX
RAC1,ZFX
RAN,ZFX
RANBP1,ZFX
RANBP3,ZFX
RBL2,ZFX
RBM39,ZFX
RBM7,ZFX
RCOR1,ZFX
RELA,ZFX
REXO4,ZFX
RFESD,ZFX
RHBDF1,ZFX
RHOA,ZFX
RHOG,ZFX
RHOT1,ZFX
RMND5A,ZFX
RNF13,ZFX
RNF139,ZFX
RNF19A,ZFX
RNF4,ZFX
RNF7,ZFX
RPL14,ZFX
RPL19,ZFX
RPL21,ZFX
RPL23,ZFX
RPL27,ZFX
RPL28,ZFX
RPL3,ZFX
RPL30,ZFX
RPL35,ZFX
RPL36AL,ZFX
RPL37,ZFX
RPL38,ZFX
RPL4,ZFX
RPLP0,ZFX
RPS14,ZFX
RPS17,ZFX
RPS19,ZFX
RPS20,ZFX
RPS21,ZFX
RPS24,ZFX
RPS27A,ZFX
RPS27L,ZFX
RPS5,ZFX
RPS6,ZFX
RUVBL2,ZFX
SAR1B,ZFX
SARNP,ZFX
SBDS,ZFX
SC4MOL,ZFX
SDF2,ZFX
SDHAF2,ZFX
SDHB,ZFX
SEC61A1,ZFX
SEH1L,ZFX
SEPT7,ZFX
SEPT8,ZFX
SERPINB6A,ZFX
SERTAD2,ZFX
SESN1,ZFX
SETD2,ZFX
SF1,ZFX
SF3B3,ZFX
SFPQ,ZFX
SGK1,ZFX
SGPP1,ZFX
SHFM1,ZFX
SIDT2,ZFX
SIN3B,ZFX
SKI,ZFX
SLC25A45,ZFX
SLC30A5,ZFX
SLC38A6,ZFX
SLC39A13,ZFX
SLC39A6,ZFX
SLC39A9,ZFX
SLC6A6,ZFX
SMAD2,ZFX
SMAD4,ZFX
SMARCA5,ZFX
SMARCC2,ZFX
SMARCE1,ZFX
SMPD4,ZFX
SNRPB,ZFX
SNRPD1,ZFX
SNX2,ZFX
SNX3,ZFX
SOAT1,ZFX
SOCS2,ZFX
SOD1,ZFX
SOD2,ZFX
SON,ZFX
SOX18,ZFX
SPO11,ZFX
SQSTM1,ZFX
SRP19,ZFX
SRSF1,ZFX
SSNA1,ZFX
SSRP1,ZFX
ST6GALNAC4,ZFX
STARD3NL,ZFX
STARD7,ZFX
STK25,ZFX
STX12,ZFX
STX17,ZFX
STX3,ZFX
STXBP4,ZFX
SUB1,ZFX
SUMO1,ZFX
SUN1,ZFX
SUPV3L1,ZFX
TAB1,ZFX
TAPT1,ZFX
TARDBP,ZFX
TBC1D10C,ZFX
TBC1D5,ZFX
TBC1D9B,ZFX
TBCA,ZFX
TCEB1,ZFX
TCEB3,ZFX
TCERG1,ZFX
TCF12,ZFX
TFDP1,ZFX
TFRC,ZFX
TGFBR1,ZFX
THRAP3,ZFX
THUMPD1,ZFX
THUMPD3,ZFX
TIMP2,ZFX
TM2D2,ZFX
TMED2,ZFX
TMEM208,ZFX
TMEM246,ZFX
TMEM50B,ZFX
TMEM64,ZFX
TMEM85,ZFX
TMEM97,ZFX
TMSB4X,ZFX
TMX4,ZFX
TNPO1,ZFX
TOP2B,ZFX
TOP3B,ZFX
TPI1,ZFX
TPM4,ZFX
TREX1,ZFX
TRIM35,ZFX
TRMT2A,ZFX
TSC22D4,ZFX
TSPAN3,ZFX
TTLL12,ZFX
TUBA1B,ZFX
TUBA1C,ZFX
TUBGCP5,ZFX
TWSG1,ZFX
TXN1,ZFX
TXNDC17,ZFX
UAP1L1,ZFX
UBA2,ZFX
UBA52,ZFX
UBC,ZFX
UBE2K,ZFX
UBL3,ZFX
UBP1,ZFX
UBTF,ZFX
UCKL1,ZFX
UNC93B1,ZFX
UNK,ZFX
UPF1,ZFX
UQCRB,ZFX
UQCRFS1,ZFX
UQCRH,ZFX
USF2,ZFX
USMG5,ZFX
USP14,ZFX
USP8,ZFX
VAMP8,ZFX
VKORC1L1,ZFX
VPS16,ZFX
VPS35,ZFX
WBP11,ZFX
WFDC2,ZFX
YBX1,ZFX
YPEL5,ZFX
YWHAE,ZFX
YWHAQ,ZFX
ZBTB10,ZFX
ZBTB7A,ZFX
ZBTB8OS,ZFX
ZDHHC13,ZFX
ZFAND5,ZFX
ZFHX3,ZFX
ZFML,ZFX
ZFP148,ZFX
ZFP275,ZFX
ZFP36L1,ZFX
ZFP410,ZFX
ZFP422,ZFX
ZFP451,ZFX
ZFP592,ZFX
ZFP639,ZFX
ZFP655,ZFX
ZFX,ZKSCAN17
ZFX,ZKSCAN3
ZFX,ZMYM2
ZFX,ZMYND11
ZFX,ZZZ3
MAPK1,ZMYND11
AK3,ZNRD1
CTPS,ZNRD1
NME1,ZNRD1
PCNA,ZNRD1
PKLR,ZNRD1
PKM,ZNRD1
